,url,description,gpt3_description
4828,https://abcnews.go.com/Business/wireStory/glance-us-mortgage-rates-30-year-356-65567345,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.","Get breaking news on mortgage rates! The average rate for a 30-year fixed mortgage is 3.56%, down from 3.66% last week."
4829,https://www.cbsnews.com/news/skeleton-lovers-italy-ancient-lovers-of-modena-who-were-buried-holding-hands-both-identified-as-men-soldiers/,"Italy's ""Lovers of Modena"" could have actually been two soldiers who were close and died together in war","of Modena were actually two men.""

Italy's ""Lovers"" of Modena were actually two men. They were buried holding hands, and both were soldiers."
4830,https://www.businessinsider.com/chipotle-avocados-spark-complaints-guacamole-2019-9,"Chipotle customers and employees have been complaining about the quality of guacamole they say was made with hard and stringy avocados. ""On the worst days I could literally punch an avocado, which is supposed to be soft and easy to mash, and it wouldn't leave…",Chipotle customers are complaining that the guacamole is not as good as it used to be. The main difference is that the avocados are not as fresh.
4831,https://www.irishtimes.com/culture/books/the-wall-by-john-lanchester-is-this-week-s-irish-times-eason-offer-1.4016203,"This week’s Irish Times book offer at Eason is The Wall by John Lanchester. When you buy the paper this weekend at any branch, you can also buy the book for just €4.99, a saving of €7. To whet your appetite, read our interview with the acclaimed author and ou…",This week’s Irish Times Eason offer is The Wall by John Lanchester. The Wall is a novel about a future England where a wall has been built to protect the country from an invading force.
4832,http://espn.go.com/mlb/story/_/id/27600585/severino-joining-yanks-game-changer,"Luis Severino, who has hasn't pitched since the 2018 ALDS because of right shoulder rotator cuff inflammation and a lat strain, is expected to make his 2019 debutfor the Yankees on Tuesday.",Luis Severino is joining the Yankees and is a game changer. He is one of the best young pitchers in the game and will be a key piece in the Yankees' rotation.
4833,https://www.businessinsider.com/doj-criminal-charges-andrew-mccabe-2019-9,"The DOJ is recommending criminal charges against former FBI deputy director Andrew McCabe, Fox News reported. The New York Times and NBC News reported that McCabe appealed the decision, but it was rejected by deputy attorney general Jeff Rosen. The move paves…",The DOJ has filed criminal charges against former FBI deputy director Andrew McCabe. The charges are related to McCabe's alleged lies to federal investigators about his role in a 2016 Wall Street Journal story.
4834,https://www.irishtimes.com/news/health/ambulances-take-five-to-eight-minutes-to-travel-to-dublin-hospitals-1.4016394,Authors of study say journey is faster than estimated by Google Maps as emergency response vehicles ‘can travel faster’,Authors of the study say that the findings have major implications for patient care. They say that the time it takes for an ambulance to reach a hospital is a key factor in determining whether a patient will survive.
4835,https://abcnews.go.com/US/wireStory/sage-grouse-numbers-stumble-montana-us-west-65569618,"Montana's greater sage grouse population has fallen 44% over the past three years, mirroring recent declines in other Western states for a bird that was rejected for federal protections in 2015","Montana's greater sage grouse population has declined by about a third since 2015, according to a new report from the U.S. Geological Survey. The report attributes the decline to a variety of factors, including disease, drought and predation."
4836,https://www.newsweek.com/florida-man-found-car-google-earth-1458875,William Earl Moldt's car has been available to view on a satellite image since around 2007 but the vehicle has only just been pulled from the pond.,William Earl of Florida was found after his car was spotted on Google Earth. He had been missing for two weeks and was found dehydrated but alive.
4837,https://www.cbsnews.com/news/thomas-piketty-new-book-capital-and-ideology-a-1200-page-tome-about-abolishing-billionaires/,"The famed economist has some ideas for reducing income inequality, like a 90% tax on the wealthiest estates","The famed French economist Thomas Piketty has released a new book, ""Capital and Ideology."" The book is a 1200-page tome about abolishing billionaires."
4838,https://www.cbsnews.com/video/joe-biden-and-elizabeth-warren-to-face-off-in-third-democratic-debate/,"A new poll ahead of Thursday’s third democratic debate shows frontrunners Joe Biden and Elizabeth Warren neck and neck. In the Economist/YouGov poll out Wednesday, 24% of Democratic voters named Biden or Warren as their first choice. The pair will share a deb…",A new poll finds that former Vice President Joe Biden and Massachusetts Senator Elizabeth Warren are in a virtual tie for the lead in the 2020 Democratic presidential nomination race. The two candidates will face off in the third Democratic debate on Thursday night.
4839,https://www.nytimes.com/2019/09/12/world/europe/eu-ursula-von-der-leyen-migration.html,Ursula von der Leyen is under pressure to ditch the title “vice president for protecting our European way of life” for the person in charge of migration policy.,"Ursula von der Leyen, the European Commission president, said the bloc needed to be more united on migration, calling it a “European success story.” She spoke in Strasbourg, France, at the European Parliament, which is set to vote on her nomination this week."
4840,https://www.reuters.com/article/us-russia-israel-netanyahu-idUSKCN1VX2DP,"Israeli Prime Minister Benjamin Netanyahu told Russian President Vladimir Putin on Thursday that Israel will not put up with threats from Iran, which, in his words, was using Syrian territory for aggression, Interfax news agency reported.","Israeli Prime Minister Benjamin Netanyahu said on Wednesday that he had discussed Iran's ""aggression"" in the region with Russian President Vladimir Putin and had asked him to rein in Tehran.

The two leaders met in the Kremlin a day after U.S. President Donald Trump pulled out of a nuclear deal with Iran"
4841,https://www.newsweek.com/mexican-independence-day-history-quotes-how-celebrate-1458769,Mexican Independence Day marks the anniversary of the Grito de Dolores in 1810.,"Mexican Independence: On September 16, 1810, Mexicans began a revolt against the Spanish colonial government. The revolt lasted for 11 years until August 24, 1821, when Spanish rule finally ended."
4842,https://www.nytimes.com/2019/09/12/opinion/letters/trump-reality-tv.html,Readers agree with an article describing President Trump as a character on TV.,Readers agree that Trump's presidency is a reality TV show. They say that Trump is a master of creating drama and that the media is complicit in his success.
